year,recipient_name,flow_name,usd_disbursement,usd_disbursement_deflated
2018,Ghana,ODA Grants,4.030819,4.246591
2018,Ukraine,ODA Grants,5.223055,5.319109
2018,Tanzania,ODA Grants,35.887116,37.143989
2018,Zimbabwe,ODA Grants,10.031353,10.517276
2018,Kenya,ODA Grants,19.498901,19.924537
2018,Serbia,ODA Grants,2.571669,2.554893
2018,Mozambique,ODA Grants,11.345599,11.41402
2018,Belarus,ODA Grants,1.362422,1.367888
2018,Uganda,ODA Grants,14.000426,14.508458
2018,Bosnia and Herzegovina,ODA Grants,2.574423,2.58578
2018,Guatemala,ODA Grants,1.570178,1.736162
2018,Albania,ODA Grants,2.048909,1.959784
2018,India,ODA Grants,19.836809,19.252667
2018,Armenia,ODA Grants,1.594738,1.687084
2018,Bolivia,ODA Grants,2.790306,2.776029
2018,"South of Sahara, regional",ODA Grants,61.198514,62.029592
2018,Bhutan,ODA Grants,1.346711,1.153943
2018,Philippines,ODA Grants,3.478756,3.280688
2018,South Sudan,ODA Grants,0.489804,0.495475
2018,South Africa,ODA Grants,3.367658,3.41766
2018,Brazil,ODA Grants,3.855578,3.663469
2018,North Macedonia,ODA Grants,2.391707,2.388914
2018,Sri Lanka,ODA Grants,4.223528,4.008505
2018,Nepal,ODA Grants,14.788964,15.544707
2018,Kosovo,ODA Grants,3.466821,3.445867
2018,Iraq,ODA Grants,3.838166,3.655367
2018,"Africa, regional",ODA Grants,8.063441,8.277255
2018,Georgia,ODA Grants,3.902647,4.220496
2018,Ethiopia,ODA Grants,140.10139,144.953695
2018,Lesotho,ODA Grants,4.550433,4.511348
2018,"Bilateral, unspecified",ODA Grants,132.061538,141.903769
2018,Moldova,ODA Grants,5.039888,5.221199
2018,Kyrgyzstan,ODA Grants,13.320992,13.185279
2018,Ecuador,ODA Grants,3.422681,3.377632
2018,West Bank and Gaza Strip,ODA Grants,96.96782,98.604635
2018,"Europe, regional",ODA Grants,3.568949,3.561416
2018,Namibia,ODA Grants,0.152709,0.154126
2018,Egypt,ODA Grants,10.380843,11.301435
2018,"Central Asia, regional",ODA Grants,0.029426,0.029316
2018,Burkina Faso,ODA Grants,3.525863,3.619749
2018,Türkiye,ODA Grants,8.625632,8.556975
2018,Sierra Leone,ODA Grants,10.829561,11.278174
2018,Colombia,ODA Grants,28.286641,32.131787
2018,Nigeria,ODA Grants,8.239658,8.569702
2018,Jordan,ODA Grants,29.670563,32.270548
2018,Democratic Republic of the Congo,ODA Grants,15.058636,15.630833
2018,Vanuatu,ODA Grants,0.203136,0.190504
2018,Myanmar,ODA Grants,10.410287,10.358052
2018,China (People's Republic of),ODA Grants,7.471266,7.959105
2018,Malaysia,ODA Grants,1.407924,1.216028
2018,Viet Nam,ODA Grants,12.364515,12.732993
2018,"Asia, regional",ODA Grants,6.898554,7.040565
2018,Côte d'Ivoire,ODA Grants,0.919369,0.947536
2018,Tunisia,ODA Grants,1.509603,1.46675
2018,Fiji,ODA Grants,0.865656,0.876914
2018,Pakistan,ODA Grants,29.128415,29.953718
2018,Paraguay,ODA Grants,4.785766,4.722732
2018,Guinea,ODA Grants,7.81132,8.083874
2018,Lebanon,ODA Grants,8.515527,8.654105
2018,Lao People's Democratic Republic,ODA Grants,2.658236,2.776917
2018,Solomon Islands,ODA Grants,0.530905,0.534116
2018,Cambodia,ODA Grants,7.680858,7.425143
2018,Zambia,ODA Grants,8.464176,8.991853
2018,Peru,ODA Grants,2.28177,2.291111
2018,Algeria,ODA Grants,0.186414,0.19038
2018,Thailand,ODA Grants,3.710362,3.34065
2018,Benin,ODA Grants,0.912576,0.918392
2018,Dominica,ODA Grants,0.030892,0.02842
2018,Bangladesh,ODA Grants,10.901087,10.939152
2018,Azerbaijan,ODA Grants,1.694815,1.694822
2018,Indonesia,ODA Grants,20.281644,20.512445
2018,Tajikistan,ODA Grants,15.239029,15.080746
2018,Malawi,ODA Grants,38.948573,39.933524
2018,Senegal,ODA Grants,7.90977,8.335529
2018,Morocco,ODA Grants,15.344535,15.169167
2018,Mongolia,ODA Grants,2.348618,2.091146
2018,Eswatini,ODA Grants,1.435852,1.420246
2018,Dominican Republic,ODA Grants,1.820246,1.863761
2018,Honduras,ODA Grants,1.297828,1.343661
2018,El Salvador,ODA Grants,4.570622,4.693996
2018,Botswana,ODA Grants,0.453886,0.454983
2018,Maldives,ODA Grants,0.162096,0.164869
2018,"Far East Asia, regional",ODA Grants,4.604705,4.333612
2018,Mauritius,ODA Grants,0.130933,0.133657
2018,Afghanistan,ODA Grants,13.285067,14.661826
2018,Jamaica,ODA Grants,3.312264,3.609467
2018,Timor-Leste,ODA Grants,3.408347,3.055925
2018,Papua New Guinea,ODA Grants,5.903812,6.298625
2018,Djibouti,ODA Grants,0.283915,0.247663
2018,Rwanda,ODA Grants,6.605225,6.74245
2018,Cuba,ODA Grants,1.075133,1.047696
2018,Marshall Islands,ODA Grants,0.059401,0.064765
2018,Cameroon,ODA Grants,3.847179,3.92634
2018,Palau,ODA Grants,0.013465,0.011499
2018,Sudan,ODA Grants,8.750205,8.796349
2018,Guatemala,ODA Loans,0,0
2018,Venezuela,ODA Grants,0.179673,0.175384
2018,Liberia,ODA Grants,4.946796,5.073429
2018,Saint Lucia,ODA Grants,0.056664,0.04962
2018,Iran,ODA Grants,0.572722,0.520209
2018,Nicaragua,ODA Grants,1.013639,1.042827
2018,Cabo Verde,ODA Grants,0.704837,0.690517
2018,Turkmenistan,ODA Grants,0.050373,0.051582
2018,Kazakhstan,ODA Grants,0.751522,0.7474
2018,Tonga,ODA Grants,0.033984,0.029023
2018,Samoa,ODA Grants,0.146326,0.140798
2018,Mexico,ODA Grants,3.830477,3.901424
2018,Costa Rica,ODA Grants,0.582519,0.536825
2018,Guinea-Bissau,ODA Grants,0.584683,0.597658
2018,Eritrea,ODA Grants,0.458679,0.463357
2018,Uzbekistan,ODA Grants,1.093284,1.114074
2018,Panama,ODA Grants,1.519208,1.678495
2018,Angola,ODA Grants,2.656048,2.635921
2018,Gambia,ODA Grants,1.924972,2.070218
2018,Antigua and Barbuda,ODA Grants,0.021868,0.018677
2018,Suriname,ODA Grants,1.427016,1.450506
2018,Burundi,ODA Grants,5.825395,6.033916
2018,Niger,ODA Grants,5.176955,5.387751
2018,Argentina,ODA Grants,1.550302,1.55541
2018,Madagascar,ODA Grants,18.229491,19.00177
2018,Indonesia,ODA Loans,0,0
2018,Cook Islands,ODA Grants,0.001974,0.001685
2018,Saint Vincent and the Grenadines,ODA Grants,0.016933,0.014462
2018,Gabon,ODA Grants,0.136888,0.134419
2018,Peru,ODA Loans,0,0
2018,Niue,ODA Grants,0.006377,0.006411
2018,Nauru,ODA Grants,0.002047,0.001747
2018,Mali,ODA Grants,17.158057,17.896817
2018,Guyana,ODA Grants,0.518941,0.539675
2018,"South Asia, regional",ODA Grants,0.430109,0.437545
2018,Haiti,ODA Grants,21.927942,23.189339
2018,Sao Tome and Principe,ODA Grants,0.788106,0.812821
2018,Micronesia,ODA Grants,0.069751,0.073604
2018,Yemen,ODA Grants,18.391804,19.073732
2018,Montenegro,ODA Grants,0.461413,0.448784
2018,Syrian Arab Republic,ODA Grants,8.537431,7.779846
2018,Kiribati,ODA Grants,0.045474,0.038839
2018,Mauritania,ODA Grants,7.082313,7.368523
2018,Tuvalu,ODA Grants,0.001413,0.001206
2018,Somalia,ODA Grants,7.672656,7.698434
2018,Thailand,ODA Loans,0,0
2018,Tokelau,ODA Grants,0.001413,0.001206
2018,South Africa,Private Development Finance,2.326266,2.555544
2018,"Bilateral, unspecified",Private Development Finance,11.233534,11.924412
2018,India,Private Development Finance,2.754017,2.988818
2018,Ghana,Private Development Finance,0.517156,0.571846
2018,Brazil,Private Development Finance,0.351394,0.363147
2018,Lebanon,Private Development Finance,0.822679,0.922976
2018,Ecuador,Private Development Finance,0.729721,0.741886
2018,Peru,Private Development Finance,0.310917,0.316101
2018,Jordan,Private Development Finance,0.541148,0.584487
2018,Türkiye,Private Development Finance,1.050219,1.067724
2018,Albania,Private Development Finance,0.185058,0.188143
2018,Senegal,Private Development Finance,0.072806,0.075162
2018,Colombia,Private Development Finance,0.470006,0.490747
2018,"South of Sahara, regional",Private Development Finance,0.684279,0.766916
2018,Nigeria,Private Development Finance,0.0442,0.050976
2018,Kenya,Private Development Finance,1.391868,1.577841
2018,Mexico,Private Development Finance,0.549986,0.633316
2018,Indonesia,Private Development Finance,0.688667,0.794245
2018,Moldova,Private Development Finance,0.588667,0.678914
2018,Côte d'Ivoire,Private Development Finance,0.668835,0.771372
2018,"Middle East, regional",Private Development Finance,0.4535,0.523026
2018,"Africa, regional",Private Development Finance,0.209728,0.241881
2018,China (People's Republic of),Private Development Finance,0.84182,0.970879
