year,recipient_name,flow_name,usd_disbursement,usd_disbursement_deflated
2018,Türkiye,Other Official Flows (non Export Credit),0,0
2018,Jordan,ODA Grants,474.974357,504.242426
2018,Lebanon,ODA Grants,609.024373,643.580492000001
2018,West Bank and Gaza Strip,ODA Grants,432.214741,449.031024
2018,Syrian Arab Republic,ODA Grants,8869.87234800001,8779.84133699999
2018,Burundi,ODA Grants,65.646388,69.031147
2018,Cameroon,ODA Grants,112.16723,119.345477
2018,Democratic Republic of the Congo,ODA Grants,612.792615,646.125507
2018,Rwanda,ODA Grants,25.226622,27.428784
2018,Congo,ODA Grants,12.453184,13.14498
2018,Tanzania,ODA Grants,86.092557,91.915924
2018,Chad,ODA Grants,222.82251,237.779057
2018,Eritrea,ODA Grants,10.245565,10.636249
2018,Ethiopia,ODA Grants,661.41366,705.159204
2018,Kenya,ODA Grants,191.00484,205.471987
2018,"South of Sahara, regional",ODA Grants,296.066898,309.06039
2018,South Sudan,ODA Grants,808.593101,877.947042000001
2018,Uganda,ODA Grants,208.221775,220.666707
2018,Angola,ODA Grants,16.392999,17.510758
2018,Botswana,ODA Grants,2.215448,2.307274
2018,Malawi,ODA Grants,40.369261,43.519398
2018,Mozambique,ODA Grants,21.116084,22.530834
2018,Zambia,ODA Grants,12.884644,13.22407
2018,Zimbabwe,ODA Grants,70.601383,75.43978
2018,Benin,ODA Grants,1.659447,1.725926
2018,Burkina Faso,ODA Grants,139.741765,145.060811
2018,Côte d'Ivoire,ODA Grants,13.372784,13.54446
2018,Gambia,ODA Grants,1.967703,2.050826
2018,Ghana,ODA Grants,4.459979,4.621407
2018,Guinea,ODA Grants,11.858537,12.518684
2018,Guinea-Bissau,ODA Grants,1.73744,1.746018
2018,Liberia,ODA Grants,11.533083,11.881231
2018,Mali,ODA Grants,188.497862,199.299457
2018,Nigeria,ODA Grants,748.55014,817.410993
2018,Senegal,ODA Grants,22.338072,23.658665
2018,Sierra Leone,ODA Grants,11.472585,11.834393
2018,Togo,ODA Grants,1.155588,1.202231
2018,"Middle East, regional",ODA Grants,168.330122,177.213653
2018,Algeria,ODA Grants,24.308417,24.830722
2018,Egypt,ODA Grants,35.782295,38.039456
2018,Mauritania,ODA Grants,54.535078,56.929783
2018,Morocco,ODA Grants,8.667957,8.74094
2018,"North of Sahara, regional",ODA Grants,0.809243,0.802409
2018,Tunisia,ODA Grants,7.999203,8.163355
2018,"Africa, regional",ODA Grants,105.008067,106.232255
2018,"Bilateral, unspecified",ODA Grants,4416.609494,4845.05263599999
2018,"Central Asia, regional",ODA Grants,2.381922,2.462376
2018,Kyrgyzstan,ODA Grants,4.04274,4.133723
2018,Tajikistan,ODA Grants,10.758805,11.19893
2018,China (People's Republic of),ODA Grants,5.599424,5.938886
2018,India,ODA Grants,20.199392,20.927871
2018,Nepal,ODA Grants,52.549268,51.649189
2018,Sri Lanka,ODA Grants,7.482677,7.835471
2018,Iran,ODA Grants,31.501605,31.709206
2018,Malaysia,ODA Grants,8.990676,9.585277
2018,Philippines,ODA Grants,76.67149,75.183987
2018,Thailand,ODA Grants,27.114767,30.578344
2018,"Far East Asia, regional",ODA Grants,10.732788,11.829604
2018,Armenia,ODA Grants,1.840192,1.924444
2018,Azerbaijan,ODA Grants,2.155936,2.21115
2018,Belarus,ODA Grants,1.022386,1.041337
2018,Georgia,ODA Grants,4.197934,4.451883
2018,"Europe, regional",ODA Grants,14.617449,15.941954
2018,Moldova,ODA Grants,0.182692,0.190218
2018,Albania,ODA Grants,5.042746,5.075644
2018,Bosnia and Herzegovina,ODA Grants,20.01174,20.239893
2018,Kosovo,ODA Grants,2.323605,2.444307
2018,Montenegro,ODA Grants,1.292102,1.324367
2018,Serbia,ODA Grants,8.851851,8.928934
2018,North Macedonia,ODA Grants,6.477508,6.681484
2018,"South America, regional",ODA Grants,21.663043,22.901678
2018,Brazil,ODA Grants,7.511964,7.901782
2018,Colombia,ODA Grants,87.026176,91.993759
2018,Costa Rica,ODA Grants,2.645509,2.797978
2018,Ecuador,ODA Grants,24.150402,26.027913
2018,Mexico,ODA Grants,6.725557,6.892728
2018,"Caribbean & Central America, regional",ODA Grants,12.661384,13.009832
2018,Venezuela,ODA Grants,40.888412,42.907954
2018,Dominican Republic,ODA Grants,5.655641,5.960177
2018,"Asia, regional",ODA Grants,167.567494,166.654945
2018,Myanmar,ODA Grants,182.031196,187.888529
2018,Haiti,ODA Grants,117.001336,124.172136
2018,Central African Republic,ODA Grants,248.432454,261.317099
2018,Honduras,ODA Grants,14.390916,14.797899
2018,Peru,ODA Grants,9.953655,10.892454
2018,Madagascar,ODA Grants,32.578034,35.095921
2018,Sudan,ODA Grants,374.185821,400.557104
2018,Yemen,ODA Grants,2990.413491,3149.515534
2018,Libya,ODA Grants,103.844277,105.605183
2018,Lesotho,ODA Grants,4.385933,4.66705
2018,Bangladesh,ODA Grants,477.047042,499.865174
2018,Lao People's Democratic Republic,ODA Grants,12.333156,12.501155
2018,Namibia,ODA Grants,2.33301,2.439857
2018,Iraq,ODA Grants,1183.884059,1255.470466
2018,El Salvador,ODA Grants,12.277664,11.940955
2018,Pakistan,ODA Grants,120.598867,128.69993
2018,Indonesia,ODA Grants,102.280613,106.231234
2018,Democratic People's Republic of Korea,ODA Grants,30.755803,32.354817
2018,Niger,ODA Grants,206.63493,223.843162
2018,Nicaragua,ODA Grants,11.6392,11.923775
2018,Somalia,ODA Grants,745.138486,799.057258
2018,Afghanistan,ODA Grants,470.948068000001,498.602627
2018,Panama,ODA Grants,1.997275,2.264612
2018,Timor-Leste,ODA Grants,6.967606,7.545225
2018,Papua New Guinea,ODA Grants,28.911536,30.092752
2018,Gabon,ODA Grants,0.041689,0.043389
2018,Bhutan,ODA Grants,1.358514,1.400584
2018,Bolivia,ODA Grants,3.665466,3.766703
2018,Uzbekistan,ODA Grants,0.309082,0.319403
2018,Türkiye,ODA Grants,429.185067,438.478422
2018,Ukraine,ODA Grants,155.018635,160.18969
2018,Paraguay,ODA Grants,1.220833,1.350774
2018,Guatemala,ODA Grants,17.360603,18.710808
2018,Djibouti,ODA Grants,11.27037,11.55691
2018,Cambodia,ODA Grants,3.520779,3.678926
2018,Maldives,ODA Grants,0.36684,0.381812
2018,Comoros,ODA Grants,3.092749,3.218978
